Prefecture,Category,Item,Value,Date,Primary_source,Secondary_source
Aomori,Admin,Region,Tohoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%36F
Iwate,Admin,Region,Tohoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%35F
Miyagi,Admin,Region,Tohoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%34F
Akita,Admin,Region,Tohoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%33F
Yamagata,Admin,Region,Tohoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%32F
Fukushima,Admin,Region,Tohoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%31F
Ibaraki,Admin,Region,Kanto,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%30F
Tochigi,Admin,Region,Kanto,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%29F
Gunma,Admin,Region,Kanto,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%28F
Saitama,Admin,Region,Kanto,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%27F
Chiba,Admin,Region,Kanto,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%26F
Tokyo,Admin,Region,Kanto,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%25F
Kanagawa,Admin,Region,Kanto,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%24F
Niigata,Admin,Region,Chubu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%23F
Toyama,Admin,Region,Chubu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%22F
Ishikawa,Admin,Region,Chubu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%21F
Fukui,Admin,Region,Chubu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%20F
Yamanashi,Admin,Region,Chubu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%19F
Nagano,Admin,Region,Chubu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%18F
Gifu,Admin,Region,Chubu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%17F
Shizuoka,Admin,Region,Chubu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%16F
Aichi,Admin,Region,Chubu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%15F
Mie,Admin,Region,Kinki,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%14F
Shiga,Admin,Region,Kinki,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%13F
Kyoto,Admin,Region,Kinki,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%12F
Osaka,Admin,Region,Kinki,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%11F
Hyogo,Admin,Region,Kinki,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%10F
Nara,Admin,Region,Kinki,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%9F
Wakayama,Admin,Region,Kinki,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%8F
Tottori,Admin,Region,Chugoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%7F
Shimane,Admin,Region,Chugoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%6F
Okayama,Admin,Region,Chugoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%5F
Hiroshima,Admin,Region,Chugoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%4F
Yamaguchi,Admin,Region,Chugoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%3F
Tokushima,Admin,Region,Shikoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%2F
Kagawa,Admin,Region,Shikoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%1F
Ehime,Admin,Region,Shikoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%0F
Kochi,Admin,Region,Shikoku,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%1F
Fukuoka,Admin,Region,Kyushu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%2F
Saga,Admin,Region,Kyushu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%3F
Nagasaki,Admin,Region,Kyushu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%4F
Kumamoto,Admin,Region,Kyushu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%5F
Oita,Admin,Region,Kyushu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%6F
Miyazaki,Admin,Region,Kyushu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%7F
Kagoshima,Admin,Region,Kyushu,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%8F
Okinawa,Admin,Region,Okinawa,2020-04-11,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E5%9F%9F
Hokkaido,Admin,Num,1,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Aomori,Admin,Num,2,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Iwate,Admin,Num,3,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Miyagi,Admin,Num,4,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Akita,Admin,Num,5,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Yamagata,Admin,Num,6,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Fukushima,Admin,Num,7,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Ibaraki,Admin,Num,8,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Tochigi,Admin,Num,9,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Gunma,Admin,Num,10,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Saitama,Admin,Num,11,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Chiba,Admin,Num,12,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Tokyo,Admin,Num,13,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Kanagawa,Admin,Num,14,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Niigata,Admin,Num,15,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Toyama,Admin,Num,16,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Ishikawa,Admin,Num,17,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Fukui,Admin,Num,18,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Yamanashi,Admin,Num,19,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Nagano,Admin,Num,20,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Gifu,Admin,Num,21,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Shizuoka,Admin,Num,22,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Aichi,Admin,Num,23,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Mie,Admin,Num,24,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Shiga,Admin,Num,25,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Kyoto,Admin,Num,26,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Osaka,Admin,Num,27,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Hyogo,Admin,Num,28,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Nara,Admin,Num,29,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Wakayama,Admin,Num,30,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Tottori,Admin,Num,31,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Shimane,Admin,Num,32,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Okayama,Admin,Num,33,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Hiroshima,Admin,Num,34,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Yamaguchi,Admin,Num,35,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Tokushima,Admin,Num,36,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Kagawa,Admin,Num,37,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Ehime,Admin,Num,38,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Kochi,Admin,Num,39,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Fukuoka,Admin,Num,40,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Saga,Admin,Num,41,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Nagasaki,Admin,Num,42,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Kumamoto,Admin,Num,43,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Oita,Admin,Num,44,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Miyazaki,Admin,Num,45,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Kagoshima,Admin,Num,46,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
Okinawa,Admin,Num,47,2012-04-27,http://nlftp.mlit.go.jp/ksj/gml/codelist/PrefCd.html,
